image_id,class,raw_path,processed_path,source_type,colormap,pixel_to_mm,weld_id,defect_present,label_type,split,orig_h,orig_w,crop_r0,crop_r1,crop_c0,crop_c1,patch_size,mask_path,defect_area_px,defect_area_frac,n_components,mask_empty,used_fallback
porosity__G241,porosity,data/raw/porosity/G241.jpg,data/processed/porosity/porosity__G241.npy,gray,none,1.0,porosity__G241,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G241.npy,230,0.00351,4,False,False
porosity__G242,porosity,data/raw/porosity/G242.jpg,data/processed/porosity/porosity__G242.npy,gray,none,1.0,porosity__G242,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G242.npy,153,0.002335,1,False,False
porosity__G243,porosity,data/raw/porosity/G243.jpg,data/processed/porosity/porosity__G243.npy,gray,none,1.0,porosity__G243,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G243.npy,114,0.00174,4,False,False
porosity__G244,porosity,data/raw/porosity/G244.jpg,data/processed/porosity/porosity__G244.npy,gray,none,1.0,porosity__G244,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G244.npy,52,0.000793,4,False,False
porosity__G245,porosity,data/raw/porosity/G245.jpg,data/processed/porosity/porosity__G245.npy,gray,none,1.0,porosity__G245,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G245.npy,122,0.001862,3,False,False
porosity__G246,porosity,data/raw/porosity/G246.jpg,data/processed/porosity/porosity__G246.npy,gray,none,1.0,porosity__G246,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G246.npy,239,0.003647,5,False,False
porosity__G249,porosity,data/raw/porosity/G249.jpg,data/processed/porosity/porosity__G249.npy,gray,none,1.0,porosity__G249,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G249.npy,86,0.001312,4,False,False
porosity__G250,porosity,data/raw/porosity/G250.jpg,data/processed/porosity/porosity__G250.npy,gray,none,1.0,porosity__G250,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G250.npy,30,0.000458,2,False,False
porosity__G251,porosity,data/raw/porosity/G251.jpg,data/processed/porosity/porosity__G251.npy,gray,none,1.0,porosity__G251,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G251.npy,80,0.001221,3,False,False
porosity__G252,porosity,data/raw/porosity/G252.jpg,data/processed/porosity/porosity__G252.npy,gray,none,1.0,porosity__G252,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G252.npy,118,0.001801,2,False,False
porosity__G253,porosity,data/raw/porosity/G253.jpg,data/processed/porosity/porosity__G253.npy,gray,none,1.0,porosity__G253,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G253.npy,15,0.000229,1,False,False
porosity__G254,porosity,data/raw/porosity/G254.jpg,data/processed/porosity/porosity__G254.npy,gray,none,1.0,porosity__G254,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G254.npy,47,0.000717,2,False,False
porosity__G255,porosity,data/raw/porosity/G255.jpg,data/processed/porosity/porosity__G255.npy,gray,none,1.0,porosity__G255,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G255.npy,75,0.001144,1,False,False
porosity__G256,porosity,data/raw/porosity/G256.jpg,data/processed/porosity/porosity__G256.npy,gray,none,1.0,porosity__G256,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G256.npy,85,0.001297,6,False,False
porosity__G259,porosity,data/raw/porosity/G259.jpg,data/processed/porosity/porosity__G259.npy,gray,none,1.0,porosity__G259,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G259.npy,214,0.003265,7,False,False
porosity__G260,porosity,data/raw/porosity/G260.jpg,data/processed/porosity/porosity__G260.npy,gray,none,1.0,porosity__G260,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G260.npy,200,0.003052,3,False,False
porosity__G261,porosity,data/raw/porosity/G261.jpg,data/processed/porosity/porosity__G261.npy,gray,none,1.0,porosity__G261,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G261.npy,42,0.000641,4,False,False
porosity__G262,porosity,data/raw/porosity/G262.jpg,data/processed/porosity/porosity__G262.npy,gray,none,1.0,porosity__G262,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G262.npy,21,0.00032,1,False,False
porosity__G263,porosity,data/raw/porosity/G263.jpg,data/processed/porosity/porosity__G263.npy,gray,none,1.0,porosity__G263,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G263.npy,33,0.000504,1,False,False
porosity__G264,porosity,data/raw/porosity/G264.jpg,data/processed/porosity/porosity__G264.npy,gray,none,1.0,porosity__G264,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G264.npy,35,0.000534,2,False,False
porosity__G265,porosity,data/raw/porosity/G265.jpg,data/processed/porosity/porosity__G265.npy,gray,none,1.0,porosity__G265,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G265.npy,101,0.001541,3,False,False
porosity__G266,porosity,data/raw/porosity/G266.jpg,data/processed/porosity/porosity__G266.npy,gray,none,1.0,porosity__G266,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G266.npy,42,0.000641,1,False,False
porosity__G269,porosity,data/raw/porosity/G269.jpg,data/processed/porosity/porosity__G269.npy,gray,none,1.0,porosity__G269,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G269.npy,73,0.001114,2,False,False
porosity__G270,porosity,data/raw/porosity/G270.jpg,data/processed/porosity/porosity__G270.npy,gray,none,1.0,porosity__G270,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G270.npy,124,0.001892,3,False,False
porosity__G271,porosity,data/raw/porosity/G271.jpg,data/processed/porosity/porosity__G271.npy,gray,none,1.0,porosity__G271,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G271.npy,89,0.001358,2,False,False
porosity__G272,porosity,data/raw/porosity/G272.jpg,data/processed/porosity/porosity__G272.npy,gray,none,1.0,porosity__G272,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G272.npy,50,0.000763,2,False,False
porosity__G273,porosity,data/raw/porosity/G273.jpg,data/processed/porosity/porosity__G273.npy,gray,none,1.0,porosity__G273,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G273.npy,37,0.000565,3,False,False
porosity__G274,porosity,data/raw/porosity/G274.jpg,data/processed/porosity/porosity__G274.npy,gray,none,1.0,porosity__G274,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G274.npy,84,0.001282,2,False,False
porosity__G275,porosity,data/raw/porosity/G275.jpg,data/processed/porosity/porosity__G275.npy,gray,none,1.0,porosity__G275,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G275.npy,57,0.00087,1,False,False
porosity__G276,porosity,data/raw/porosity/G276.jpg,data/processed/porosity/porosity__G276.npy,gray,none,1.0,porosity__G276,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G276.npy,59,0.0009,2,False,False
porosity__G279,porosity,data/raw/porosity/G279.jpg,data/processed/porosity/porosity__G279.npy,gray,none,1.0,porosity__G279,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G279.npy,153,0.002335,9,False,False
porosity__G280,porosity,data/raw/porosity/G280.jpg,data/processed/porosity/porosity__G280.npy,gray,none,1.0,porosity__G280,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G280.npy,171,0.002609,3,False,False
porosity__G281,porosity,data/raw/porosity/G281.jpg,data/processed/porosity/porosity__G281.npy,gray,none,1.0,porosity__G281,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G281.npy,180,0.002747,7,False,False
porosity__G282,porosity,data/raw/porosity/G282.jpg,data/processed/porosity/porosity__G282.npy,gray,none,1.0,porosity__G282,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G282.npy,85,0.001297,6,False,False
porosity__G283,porosity,data/raw/porosity/G283.jpg,data/processed/porosity/porosity__G283.npy,gray,none,1.0,porosity__G283,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G283.npy,73,0.001114,3,False,False
porosity__G284,porosity,data/raw/porosity/G284.jpg,data/processed/porosity/porosity__G284.npy,gray,none,1.0,porosity__G284,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G284.npy,39,0.000595,2,False,False
porosity__G285,porosity,data/raw/porosity/G285.jpg,data/processed/porosity/porosity__G285.npy,gray,none,1.0,porosity__G285,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G285.npy,52,0.000793,3,False,False
porosity__G286,porosity,data/raw/porosity/G286.jpg,data/processed/porosity/porosity__G286.npy,gray,none,1.0,porosity__G286,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G286.npy,189,0.002884,6,False,False
porosity__G289,porosity,data/raw/porosity/G289.jpg,data/processed/porosity/porosity__G289.npy,gray,none,1.0,porosity__G289,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G289.npy,66,0.001007,2,False,False
porosity__G290,porosity,data/raw/porosity/G290.jpg,data/processed/porosity/porosity__G290.npy,gray,none,1.0,porosity__G290,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G290.npy,157,0.002396,2,False,False
porosity__G291,porosity,data/raw/porosity/G291.jpg,data/processed/porosity/porosity__G291.npy,gray,none,1.0,porosity__G291,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G291.npy,161,0.002457,2,False,False
porosity__G292,porosity,data/raw/porosity/G292.jpg,data/processed/porosity/porosity__G292.npy,gray,none,1.0,porosity__G292,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G292.npy,28,0.000427,2,False,False
porosity__G293,porosity,data/raw/porosity/G293.jpg,data/processed/porosity/porosity__G293.npy,gray,none,1.0,porosity__G293,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G293.npy,83,0.001266,2,False,False
porosity__G294,porosity,data/raw/porosity/G294.jpg,data/processed/porosity/porosity__G294.npy,gray,none,1.0,porosity__G294,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G294.npy,48,0.000732,1,False,False
porosity__G295,porosity,data/raw/porosity/G295.jpg,data/processed/porosity/porosity__G295.npy,gray,none,1.0,porosity__G295,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G295.npy,138,0.002106,5,False,False
porosity__G296,porosity,data/raw/porosity/G296.jpg,data/processed/porosity/porosity__G296.npy,gray,none,1.0,porosity__G296,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G296.npy,93,0.001419,2,False,False
porosity__G299,porosity,data/raw/porosity/G299.jpg,data/processed/porosity/porosity__G299.npy,gray,none,1.0,porosity__G299,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G299.npy,59,0.0009,1,False,False
porosity__G300,porosity,data/raw/porosity/G300.jpg,data/processed/porosity/porosity__G300.npy,gray,none,1.0,porosity__G300,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G300.npy,39,0.000595,1,False,False
porosity__G301,porosity,data/raw/porosity/G301.jpg,data/processed/porosity/porosity__G301.npy,gray,none,1.0,porosity__G301,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G301.npy,67,0.001022,4,False,False
porosity__G302,porosity,data/raw/porosity/G302.jpg,data/processed/porosity/porosity__G302.npy,gray,none,1.0,porosity__G302,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G302.npy,128,0.001953,3,False,False
porosity__G303,porosity,data/raw/porosity/G303.jpg,data/processed/porosity/porosity__G303.npy,gray,none,1.0,porosity__G303,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G303.npy,60,0.000916,1,False,False
porosity__G304,porosity,data/raw/porosity/G304.jpg,data/processed/porosity/porosity__G304.npy,gray,none,1.0,porosity__G304,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G304.npy,49,0.000748,3,False,False
porosity__G305,porosity,data/raw/porosity/G305.jpg,data/processed/porosity/porosity__G305.npy,gray,none,1.0,porosity__G305,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G305.npy,110,0.001678,2,False,False
porosity__G306,porosity,data/raw/porosity/G306.jpg,data/processed/porosity/porosity__G306.npy,gray,none,1.0,porosity__G306,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G306.npy,242,0.003693,4,False,False
porosity__G309,porosity,data/raw/porosity/G309.jpg,data/processed/porosity/porosity__G309.npy,gray,none,1.0,porosity__G309,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G309.npy,76,0.00116,3,False,False
porosity__G310,porosity,data/raw/porosity/G310.jpg,data/processed/porosity/porosity__G310.npy,gray,none,1.0,porosity__G310,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G310.npy,34,0.000519,2,False,False
porosity__G311,porosity,data/raw/porosity/G311.jpg,data/processed/porosity/porosity__G311.npy,gray,none,1.0,porosity__G311,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G311.npy,30,0.000458,1,False,False
porosity__G312,porosity,data/raw/porosity/G312.jpg,data/processed/porosity/porosity__G312.npy,gray,none,1.0,porosity__G312,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G312.npy,51,0.000778,1,False,False
porosity__G313,porosity,data/raw/porosity/G313.jpg,data/processed/porosity/porosity__G313.npy,gray,none,1.0,porosity__G313,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G313.npy,78,0.00119,3,False,False
porosity__G314,porosity,data/raw/porosity/G314.jpg,data/processed/porosity/porosity__G314.npy,gray,none,1.0,porosity__G314,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G314.npy,173,0.00264,4,False,False
porosity__G315,porosity,data/raw/porosity/G315.jpg,data/processed/porosity/porosity__G315.npy,gray,none,1.0,porosity__G315,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G315.npy,72,0.001099,2,False,False
porosity__G316,porosity,data/raw/porosity/G316.jpg,data/processed/porosity/porosity__G316.npy,gray,none,1.0,porosity__G316,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G316.npy,52,0.000793,3,False,False
porosity__G319,porosity,data/raw/porosity/G319.jpg,data/processed/porosity/porosity__G319.npy,gray,none,1.0,porosity__G319,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G319.npy,68,0.001038,4,False,False
porosity__G320,porosity,data/raw/porosity/G320.jpg,data/processed/porosity/porosity__G320.npy,gray,none,1.0,porosity__G320,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G320.npy,157,0.002396,3,False,False
porosity__G321,porosity,data/raw/porosity/G321.jpg,data/processed/porosity/porosity__G321.npy,gray,none,1.0,porosity__G321,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G321.npy,171,0.002609,5,False,False
porosity__G322,porosity,data/raw/porosity/G322.jpg,data/processed/porosity/porosity__G322.npy,gray,none,1.0,porosity__G322,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G322.npy,100,0.001526,7,False,False
porosity__G323,porosity,data/raw/porosity/G323.jpg,data/processed/porosity/porosity__G323.npy,gray,none,1.0,porosity__G323,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G323.npy,104,0.001587,3,False,False
porosity__G324,porosity,data/raw/porosity/G324.jpg,data/processed/porosity/porosity__G324.npy,gray,none,1.0,porosity__G324,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G324.npy,53,0.000809,1,False,False
porosity__G325,porosity,data/raw/porosity/G325.jpg,data/processed/porosity/porosity__G325.npy,gray,none,1.0,porosity__G325,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G325.npy,45,0.000687,3,False,False
porosity__G326,porosity,data/raw/porosity/G326.jpg,data/processed/porosity/porosity__G326.npy,gray,none,1.0,porosity__G326,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G326.npy,165,0.002518,7,False,False
porosity__G329,porosity,data/raw/porosity/G329.jpg,data/processed/porosity/porosity__G329.npy,gray,none,1.0,porosity__G329,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G329.npy,62,0.000946,3,False,False
porosity__G330,porosity,data/raw/porosity/G330.jpg,data/processed/porosity/porosity__G330.npy,gray,none,1.0,porosity__G330,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G330.npy,293,0.004471,6,False,False
porosity__G331,porosity,data/raw/porosity/G331.jpg,data/processed/porosity/porosity__G331.npy,gray,none,1.0,porosity__G331,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G331.npy,24,0.000366,3,False,False
porosity__G332,porosity,data/raw/porosity/G332.jpg,data/processed/porosity/porosity__G332.npy,gray,none,1.0,porosity__G332,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G332.npy,26,0.000397,1,False,False
porosity__G333,porosity,data/raw/porosity/G333.jpg,data/processed/porosity/porosity__G333.npy,gray,none,1.0,porosity__G333,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G333.npy,33,0.000504,1,False,False
porosity__G334,porosity,data/raw/porosity/G334.jpg,data/processed/porosity/porosity__G334.npy,gray,none,1.0,porosity__G334,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G334.npy,183,0.002792,4,False,False
porosity__G335,porosity,data/raw/porosity/G335.jpg,data/processed/porosity/porosity__G335.npy,gray,none,1.0,porosity__G335,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G335.npy,46,0.000702,1,False,False
porosity__G336,porosity,data/raw/porosity/G336.jpg,data/processed/porosity/porosity__G336.npy,gray,none,1.0,porosity__G336,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G336.npy,45,0.000687,2,False,False
porosity__G339,porosity,data/raw/porosity/G339.jpg,data/processed/porosity/porosity__G339.npy,gray,none,1.0,porosity__G339,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G339.npy,29,0.000443,2,False,False
porosity__G340,porosity,data/raw/porosity/G340.jpg,data/processed/porosity/porosity__G340.npy,gray,none,1.0,porosity__G340,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G340.npy,166,0.002533,4,False,False
porosity__G341,porosity,data/raw/porosity/G341.jpg,data/processed/porosity/porosity__G341.npy,gray,none,1.0,porosity__G341,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G341.npy,79,0.001205,2,False,False
porosity__G342,porosity,data/raw/porosity/G342.jpg,data/processed/porosity/porosity__G342.npy,gray,none,1.0,porosity__G342,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G342.npy,75,0.001144,4,False,False
porosity__G343,porosity,data/raw/porosity/G343.jpg,data/processed/porosity/porosity__G343.npy,gray,none,1.0,porosity__G343,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G343.npy,219,0.003342,5,False,False
porosity__G344,porosity,data/raw/porosity/G344.jpg,data/processed/porosity/porosity__G344.npy,gray,none,1.0,porosity__G344,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G344.npy,38,0.00058,1,False,False
porosity__G345,porosity,data/raw/porosity/G345.jpg,data/processed/porosity/porosity__G345.npy,gray,none,1.0,porosity__G345,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G345.npy,160,0.002441,7,False,False
porosity__G346,porosity,data/raw/porosity/G346.jpg,data/processed/porosity/porosity__G346.npy,gray,none,1.0,porosity__G346,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G346.npy,133,0.002029,3,False,False
porosity__G349,porosity,data/raw/porosity/G349.jpg,data/processed/porosity/porosity__G349.npy,gray,none,1.0,porosity__G349,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G349.npy,63,0.000961,2,False,False
porosity__G350,porosity,data/raw/porosity/G350.jpg,data/processed/porosity/porosity__G350.npy,gray,none,1.0,porosity__G350,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G350.npy,56,0.000854,2,False,False
porosity__G351,porosity,data/raw/porosity/G351.jpg,data/processed/porosity/porosity__G351.npy,gray,none,1.0,porosity__G351,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G351.npy,167,0.002548,8,False,False
porosity__G352,porosity,data/raw/porosity/G352.jpg,data/processed/porosity/porosity__G352.npy,gray,none,1.0,porosity__G352,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G352.npy,118,0.001801,3,False,False
porosity__G353,porosity,data/raw/porosity/G353.jpg,data/processed/porosity/porosity__G353.npy,gray,none,1.0,porosity__G353,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G353.npy,69,0.001053,1,False,False
porosity__G354,porosity,data/raw/porosity/G354.jpg,data/processed/porosity/porosity__G354.npy,gray,none,1.0,porosity__G354,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G354.npy,62,0.000946,3,False,False
porosity__G355,porosity,data/raw/porosity/G355.jpg,data/processed/porosity/porosity__G355.npy,gray,none,1.0,porosity__G355,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G355.npy,128,0.001953,3,False,False
porosity__G356,porosity,data/raw/porosity/G356.jpg,data/processed/porosity/porosity__G356.npy,gray,none,1.0,porosity__G356,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G356.npy,32,0.000488,2,False,False
porosity__G359,porosity,data/raw/porosity/G359.jpg,data/processed/porosity/porosity__G359.npy,gray,none,1.0,porosity__G359,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G359.npy,34,0.000519,2,False,False
porosity__G360,porosity,data/raw/porosity/G360.jpg,data/processed/porosity/porosity__G360.npy,gray,none,1.0,porosity__G360,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G360.npy,127,0.001938,4,False,False
porosity__G361,porosity,data/raw/porosity/G361.jpg,data/processed/porosity/porosity__G361.npy,gray,none,1.0,porosity__G361,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G361.npy,43,0.000656,1,False,False
porosity__G362,porosity,data/raw/porosity/G362.jpg,data/processed/porosity/porosity__G362.npy,gray,none,1.0,porosity__G362,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G362.npy,42,0.000641,3,False,False
porosity__G363,porosity,data/raw/porosity/G363.jpg,data/processed/porosity/porosity__G363.npy,gray,none,1.0,porosity__G363,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G363.npy,77,0.001175,2,False,False
porosity__G364,porosity,data/raw/porosity/G364.jpg,data/processed/porosity/porosity__G364.npy,gray,none,1.0,porosity__G364,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G364.npy,52,0.000793,1,False,False
porosity__G365,porosity,data/raw/porosity/G365.jpg,data/processed/porosity/porosity__G365.npy,gray,none,1.0,porosity__G365,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G365.npy,28,0.000427,2,False,False
porosity__G366,porosity,data/raw/porosity/G366.jpg,data/processed/porosity/porosity__G366.npy,gray,none,1.0,porosity__G366,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G366.npy,41,0.000626,2,False,False
porosity__G369,porosity,data/raw/porosity/G369.jpg,data/processed/porosity/porosity__G369.npy,gray,none,1.0,porosity__G369,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G369.npy,88,0.001343,4,False,False
porosity__G36_1,porosity,data/raw/porosity/G36_1.jpg,data/processed/porosity/porosity__G36_1.npy,gray,none,1.0,porosity__G36,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G36_1.npy,232,0.00354,9,False,False
porosity__G36_2,porosity,data/raw/porosity/G36_2.jpg,data/processed/porosity/porosity__G36_2.npy,gray,none,1.0,porosity__G36,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G36_2.npy,290,0.004425,4,False,False
porosity__G370,porosity,data/raw/porosity/G370.jpg,data/processed/porosity/porosity__G370.npy,gray,none,1.0,porosity__G370,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G370.npy,44,0.000671,1,False,False
porosity__G371,porosity,data/raw/porosity/G371.jpg,data/processed/porosity/porosity__G371.npy,gray,none,1.0,porosity__G371,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G371.npy,27,0.000412,2,False,False
porosity__G372,porosity,data/raw/porosity/G372.jpg,data/processed/porosity/porosity__G372.npy,gray,none,1.0,porosity__G372,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G372.npy,41,0.000626,2,False,False
porosity__G373,porosity,data/raw/porosity/G373.jpg,data/processed/porosity/porosity__G373.npy,gray,none,1.0,porosity__G373,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G373.npy,45,0.000687,2,False,False
porosity__G374,porosity,data/raw/porosity/G374.jpg,data/processed/porosity/porosity__G374.npy,gray,none,1.0,porosity__G374,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G374.npy,125,0.001907,3,False,False
porosity__G375,porosity,data/raw/porosity/G375.jpg,data/processed/porosity/porosity__G375.npy,gray,none,1.0,porosity__G375,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G375.npy,91,0.001389,1,False,False
porosity__G376,porosity,data/raw/porosity/G376.jpg,data/processed/porosity/porosity__G376.npy,gray,none,1.0,porosity__G376,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/porosity/porosity__G376.npy,44,0.000671,2,False,False
